instruction,count,true_0,pred_0,true_1,pred_1,accuracy,precision,recall,f1_score,epoch 
111,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
112,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,137
113,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
114,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
115,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
116,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
117,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
118,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
119,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
120,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
121,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
122,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
123,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
124,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
125,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
126,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
127,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
128,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
129,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
130,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
131,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
132,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
193,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
195,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
199,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
206,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
207,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
209,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
210,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
211,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
212,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
215,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
216,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
217,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
222,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
223,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
224,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
225,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
226,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
227,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
228,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
231,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
239,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
240,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
241,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
242,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
244,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
248,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
250,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
251,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
255,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
256,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
258,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
259,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
260,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
263,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
267,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
273,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
278,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
282,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
283,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
284,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
285,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
287,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
291,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
292,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
294,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
295,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
296,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
297,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
298,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
299,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
300,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
301,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
302,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
303,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
304,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
305,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
306,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
307,20.0,20.0,20.0,0.0,0.0,1.0,,,,137
model,20.0,19.58,19.6,0.42,0.4,1.0,0.14,0.14,0.14,137
0,20.0,8.0,8.0,12.0,12.0,1.0,1.0,1.0,1.0,138
1,20.0,9.0,9.0,11.0,11.0,1.0,1.0,1.0,1.0,138
2,20.0,15.0,15.0,5.0,5.0,1.0,1.0,1.0,1.0,138
3,20.0,13.0,13.0,7.0,7.0,1.0,1.0,1.0,1.0,138
4,20.0,17.0,17.0,3.0,3.0,1.0,1.0,1.0,1.0,138
5,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,138
6,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,138
7,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,138
8,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,138
9,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,138
10,20.0,12.0,12.0,8.0,8.0,1.0,1.0,1.0,1.0,138
11,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,138
12,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,138
13,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
14,20.0,17.0,17.0,3.0,3.0,1.0,1.0,1.0,1.0,138
15,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
16,20.0,16.0,16.0,4.0,4.0,1.0,1.0,1.0,1.0,138
17,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
18,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
19,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,138
20,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,138
21,20.0,17.0,17.0,3.0,3.0,1.0,1.0,1.0,1.0,138
22,20.0,16.0,16.0,4.0,4.0,1.0,1.0,1.0,1.0,138
23,20.0,17.0,17.0,3.0,3.0,1.0,1.0,1.0,1.0,138
24,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
25,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,138
26,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
27,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,138
28,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
29,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,138
30,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
31,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
32,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
33,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
34,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
35,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
36,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,138
37,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
38,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
39,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
40,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
41,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,138
42,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
43,20.0,16.0,16.0,4.0,4.0,1.0,1.0,1.0,1.0,138
44,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,138
45,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,138
46,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
47,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
48,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
49,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,138
50,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
51,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
52,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
53,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
54,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
55,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
56,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
57,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
58,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
59,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
60,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
61,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,138
62,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,138
63,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,138
64,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
65,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
66,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
67,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
68,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
69,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
70,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
71,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
72,20.0,17.0,17.0,3.0,3.0,1.0,1.0,1.0,1.0,138
73,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
74,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
75,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
76,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
77,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
78,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
79,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
80,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
81,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
82,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
83,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
84,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
85,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
86,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,138
87,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
88,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
89,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
90,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
91,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
92,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
93,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
94,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
95,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
96,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
97,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
98,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
99,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
100,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
101,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
102,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,138
103,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
104,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
105,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
106,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
107,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
108,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
109,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
110,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
111,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
112,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
113,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
114,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
115,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
116,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
117,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
118,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
119,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
120,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
121,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
122,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
123,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
124,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
125,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
126,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
127,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
128,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
129,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
130,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
131,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
132,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
193,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
195,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
199,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
206,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
207,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
209,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,138
210,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
211,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
212,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
215,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,138
216,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
217,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,138
222,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
223,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
224,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
225,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
226,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
227,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
228,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
231,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
239,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
240,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
241,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
242,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
244,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
248,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
250,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
251,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
255,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
256,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
258,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
259,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
260,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
263,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
267,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
273,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
278,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
282,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
283,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
284,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
285,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
287,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
291,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
292,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
294,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
295,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
296,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
297,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
298,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
299,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
300,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
301,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
302,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
303,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
304,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
305,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
306,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
307,20.0,20.0,20.0,0.0,0.0,1.0,,,,138
model,20.0,19.49,19.49,0.51,0.51,1.0,0.2,0.2,0.2,138
0,20.0,13.0,13.0,7.0,7.0,1.0,1.0,1.0,1.0,139
1,20.0,10.0,11.0,10.0,9.0,0.95,1.0,0.9,0.95,139
2,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,139
3,20.0,8.0,8.0,12.0,12.0,1.0,1.0,1.0,1.0,139
4,20.0,17.0,17.0,3.0,3.0,1.0,1.0,1.0,1.0,139
5,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
6,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
7,20.0,16.0,16.0,4.0,4.0,1.0,1.0,1.0,1.0,139
8,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,139
9,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
10,20.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,139
11,20.0,16.0,15.0,4.0,5.0,0.95,0.8,1.0,0.89,139
12,20.0,17.0,17.0,3.0,3.0,1.0,1.0,1.0,1.0,139
13,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
14,20.0,17.0,17.0,3.0,3.0,1.0,1.0,1.0,1.0,139
15,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
16,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,139
17,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,139
18,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,139
19,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,139
20,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
21,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,139
22,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,139
23,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
24,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
25,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
26,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
27,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
28,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
29,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,139
30,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,139
31,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
32,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
33,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
34,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
35,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,139
36,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,139
37,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
38,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
39,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
40,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
41,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
42,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
43,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,139
44,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
45,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
46,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,139
47,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,139
48,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,139
49,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
50,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
51,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
52,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
53,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
54,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
55,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
56,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
57,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
58,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
59,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
60,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
61,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
62,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
63,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,139
64,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
65,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
66,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
67,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
68,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,139
69,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,139
70,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,139
71,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
72,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
73,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
74,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
75,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
76,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
77,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,139
78,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
79,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
80,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,139
81,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
82,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
83,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
84,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
85,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
86,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
87,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
88,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
89,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
90,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
91,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
92,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
93,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
94,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
95,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
96,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
97,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
98,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
99,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
100,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
101,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
102,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
103,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
104,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
105,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
106,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
107,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
108,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
109,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
110,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
111,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
112,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
113,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
114,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
115,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
116,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
117,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
118,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
119,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
120,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
121,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
122,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
123,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
124,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,139
125,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
126,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
127,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
128,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
129,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
130,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
131,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
132,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
193,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
195,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
199,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
206,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
207,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
209,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
210,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
211,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
212,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
215,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
216,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
217,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
222,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
223,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
224,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
225,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
226,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
227,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
228,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
231,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
239,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
240,20.0,20.0,20.0,0.0,0.0,1.0,,,,139
